command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	7914369	File	/home/p4ultr4n/workplace/ReVeal/raw_code/spapr_create_fdt_skel_1.c								
ANR	7914370	Function	spapr_create_fdt_skel	1:0:0:8696							
ANR	7914371	FunctionDef	"spapr_create_fdt_skel (const char * cpu_model , hwaddr initrd_base , hwaddr initrd_size , hwaddr kernel_size , const char * boot_device , const char * kernel_cmdline , uint32_t epow_irq)"		7914370	0					
ANR	7914372	CompoundStatement		15:0:407:8696	7914370	0					
ANR	7914373	IdentifierDeclStatement	void * fdt ;	17:4:414:423	7914370	0	True				
ANR	7914374	IdentifierDecl	* fdt		7914370	0					
ANR	7914375	IdentifierDeclType	void *		7914370	0					
ANR	7914376	Identifier	fdt		7914370	1					
ANR	7914377	IdentifierDeclStatement	CPUPPCState * env ;	19:4:430:446	7914370	1	True				
ANR	7914378	IdentifierDecl	* env		7914370	0					
ANR	7914379	IdentifierDeclType	CPUPPCState *		7914370	0					
ANR	7914380	Identifier	env		7914370	1					
ANR	7914381	IdentifierDeclStatement	uint32_t start_prop = cpu_to_be32 ( initrd_base ) ;	21:4:453:499	7914370	2	True				
ANR	7914382	IdentifierDecl	start_prop = cpu_to_be32 ( initrd_base )		7914370	0					
ANR	7914383	IdentifierDeclType	uint32_t		7914370	0					
ANR	7914384	Identifier	start_prop		7914370	1					
ANR	7914385	AssignmentExpression	start_prop = cpu_to_be32 ( initrd_base )		7914370	2		=			
ANR	7914386	Identifier	start_prop		7914370	0					
ANR	7914387	CallExpression	cpu_to_be32 ( initrd_base )		7914370	1					
ANR	7914388	Callee	cpu_to_be32		7914370	0					
ANR	7914389	Identifier	cpu_to_be32		7914370	0					
ANR	7914390	ArgumentList	initrd_base		7914370	1					
ANR	7914391	Argument	initrd_base		7914370	0					
ANR	7914392	Identifier	initrd_base		7914370	0					
ANR	7914393	IdentifierDeclStatement	uint32_t end_prop = cpu_to_be32 ( initrd_base + initrd_size ) ;	23:4:506:564	7914370	3	True				
ANR	7914394	IdentifierDecl	end_prop = cpu_to_be32 ( initrd_base + initrd_size )		7914370	0					
ANR	7914395	IdentifierDeclType	uint32_t		7914370	0					
ANR	7914396	Identifier	end_prop		7914370	1					
ANR	7914397	AssignmentExpression	end_prop = cpu_to_be32 ( initrd_base + initrd_size )		7914370	2		=			
ANR	7914398	Identifier	end_prop		7914370	0					
ANR	7914399	CallExpression	cpu_to_be32 ( initrd_base + initrd_size )		7914370	1					
ANR	7914400	Callee	cpu_to_be32		7914370	0					
ANR	7914401	Identifier	cpu_to_be32		7914370	0					
ANR	7914402	ArgumentList	initrd_base + initrd_size		7914370	1					
ANR	7914403	Argument	initrd_base + initrd_size		7914370	0					
ANR	7914404	AdditiveExpression	initrd_base + initrd_size		7914370	0		+			
ANR	7914405	Identifier	initrd_base		7914370	0					
ANR	7914406	Identifier	initrd_size		7914370	1					
ANR	7914407	Statement	char	25:4:571:574	7914370	4	True				
ANR	7914408	Statement	hypertas_prop	25:9:576:588	7914370	5	True				
