command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	568681	File	/home/p4ultr4n/workplace/ReVeal/raw_code/apic_init_ipi_0.c								
ANR	568682	Function	apic_init_ipi	1:0:0:646							
ANR	568683	FunctionDef	apic_init_ipi (APICState * s)		568682	0					
ANR	568684	CompoundStatement		3:0:41:646	568682	0					
ANR	568685	IdentifierDeclStatement	int i ;	5:4:48:53	568682	0	True				
ANR	568686	IdentifierDecl	i		568682	0					
ANR	568687	IdentifierDeclType	int		568682	0					
ANR	568688	Identifier	i		568682	1					
ANR	568689	ExpressionStatement	s -> tpr = 0	9:4:62:72	568682	1	True				
ANR	568690	AssignmentExpression	s -> tpr = 0		568682	0		=			
ANR	568691	PtrMemberAccess	s -> tpr		568682	0					
ANR	568692	Identifier	s		568682	0					
ANR	568693	Identifier	tpr		568682	1					
ANR	568694	PrimaryExpression	0		568682	1					
ANR	568695	ExpressionStatement	s -> spurious_vec = 0xff	11:4:79:101	568682	2	True				
ANR	568696	AssignmentExpression	s -> spurious_vec = 0xff		568682	0		=			
ANR	568697	PtrMemberAccess	s -> spurious_vec		568682	0					
ANR	568698	Identifier	s		568682	0					
ANR	568699	Identifier	spurious_vec		568682	1					
ANR	568700	PrimaryExpression	0xff		568682	1					
ANR	568701	ExpressionStatement	s -> log_dest = 0	13:4:108:123	568682	3	True				
ANR	568702	AssignmentExpression	s -> log_dest = 0		568682	0		=			
ANR	568703	PtrMemberAccess	s -> log_dest		568682	0					
ANR	568704	Identifier	s		568682	0					
ANR	568705	Identifier	log_dest		568682	1					
ANR	568706	PrimaryExpression	0		568682	1					
ANR	568707	ExpressionStatement	s -> dest_mode = 0xf	15:4:130:148	568682	4	True				
ANR	568708	AssignmentExpression	s -> dest_mode = 0xf		568682	0		=			
ANR	568709	PtrMemberAccess	s -> dest_mode		568682	0					
ANR	568710	Identifier	s		568682	0					
ANR	568711	Identifier	dest_mode		568682	1					
ANR	568712	PrimaryExpression	0xf		568682	1					
ANR	568713	ExpressionStatement	"memset ( s -> isr , 0 , sizeof ( s -> isr ) )"	17:4:155:188	568682	5	True				
ANR	568714	CallExpression	"memset ( s -> isr , 0 , sizeof ( s -> isr ) )"		568682	0					
ANR	568715	Callee	memset		568682	0					
ANR	568716	Identifier	memset		568682	0					
ANR	568717	ArgumentList	s -> isr		568682	1					
ANR	568718	Argument	s -> isr		568682	0					
ANR	568719	PtrMemberAccess	s -> isr		568682	0					
ANR	568720	Identifier	s		568682	0					
ANR	568721	Identifier	isr		568682	1					
ANR	568722	Argument	0		568682	1					
ANR	568723	PrimaryExpression	0		568682	0					
ANR	568724	Argument	sizeof ( s -> isr )		568682	2					
ANR	568725	SizeofExpression	sizeof ( s -> isr )		568682	0					
ANR	568726	Sizeof	sizeof		568682	0					
ANR	568727	PtrMemberAccess	s -> isr		568682	1					
ANR	568728	Identifier	s		568682	0					
ANR	568729	Identifier	isr		568682	1					
ANR	568730	ExpressionStatement	"memset ( s -> tmr , 0 , sizeof ( s -> tmr ) )"	19:4:195:228	568682	6	True				
ANR	568731	CallExpression	"memset ( s -> tmr , 0 , sizeof ( s -> tmr ) )"		568682	0					
ANR	568732	Callee	memset		568682	0					
ANR	568733	Identifier	memset		568682	0					
ANR	568734	ArgumentList	s -> tmr		568682	1					
ANR	568735	Argument	s -> tmr		568682	0					
ANR	568736	PtrMemberAccess	s -> tmr		568682	0					
ANR	568737	Identifier	s		568682	0					
ANR	568738	Identifier	tmr		568682	1					
ANR	568739	Argument	0		568682	1					
