command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	2897577	File	/home/p4ultr4n/workplace/ReVeal/raw_code/dxtory_decode_v2_1.c								
ANR	2897578	Function	dxtory_decode_v2	1:0:0:2585							
ANR	2897579	FunctionDef	"dxtory_decode_v2 (AVCodecContext * avctx , AVFrame * pic , const uint8_t * src , int src_size)"		2897578	0					
ANR	2897580	CompoundStatement		5:0:129:2585	2897578	0					
ANR	2897581	IdentifierDeclStatement	GetByteContext gb ;	7:4:136:153	2897578	0	True				
ANR	2897582	IdentifierDecl	gb		2897578	0					
ANR	2897583	IdentifierDeclType	GetByteContext		2897578	0					
ANR	2897584	Identifier	gb		2897578	1					
ANR	2897585	IdentifierDeclStatement	GetBitContext gb2 ;	9:4:160:178	2897578	1	True				
ANR	2897586	IdentifierDecl	gb2		2897578	0					
ANR	2897587	IdentifierDeclType	GetBitContext		2897578	0					
ANR	2897588	Identifier	gb2		2897578	1					
ANR	2897589	IdentifierDeclStatement	"int nslices , slice , slice_height , ref_slice_height ;"	11:4:185:235	2897578	2	True				
ANR	2897590	IdentifierDecl	nslices		2897578	0					
ANR	2897591	IdentifierDeclType	int		2897578	0					
ANR	2897592	Identifier	nslices		2897578	1					
ANR	2897593	IdentifierDecl	slice		2897578	1					
ANR	2897594	IdentifierDeclType	int		2897578	0					
ANR	2897595	Identifier	slice		2897578	1					
ANR	2897596	IdentifierDecl	slice_height		2897578	2					
ANR	2897597	IdentifierDeclType	int		2897578	0					
ANR	2897598	Identifier	slice_height		2897578	1					
ANR	2897599	IdentifierDecl	ref_slice_height		2897578	3					
ANR	2897600	IdentifierDeclType	int		2897578	0					
ANR	2897601	Identifier	ref_slice_height		2897578	1					
ANR	2897602	IdentifierDeclStatement	"int cur_y , next_y ;"	13:4:242:259	2897578	3	True				
ANR	2897603	IdentifierDecl	cur_y		2897578	0					
ANR	2897604	IdentifierDeclType	int		2897578	0					
ANR	2897605	Identifier	cur_y		2897578	1					
ANR	2897606	IdentifierDecl	next_y		2897578	1					
ANR	2897607	IdentifierDeclType	int		2897578	0					
ANR	2897608	Identifier	next_y		2897578	1					
ANR	2897609	IdentifierDeclStatement	"uint32_t off , slice_size ;"	15:4:266:290	2897578	4	True				
ANR	2897610	IdentifierDecl	off		2897578	0					
ANR	2897611	IdentifierDeclType	uint32_t		2897578	0					
ANR	2897612	Identifier	off		2897578	1					
ANR	2897613	IdentifierDecl	slice_size		2897578	1					
ANR	2897614	IdentifierDeclType	uint32_t		2897578	0					
ANR	2897615	Identifier	slice_size		2897578	1					
ANR	2897616	IdentifierDeclStatement	"uint8_t * Y , * U , * V ;"	17:4:297:315	2897578	5	True				
ANR	2897617	IdentifierDecl	* Y		2897578	0					
ANR	2897618	IdentifierDeclType	uint8_t *		2897578	0					
ANR	2897619	Identifier	Y		2897578	1					
ANR	2897620	IdentifierDecl	* U		2897578	1					
ANR	2897621	IdentifierDeclType	uint8_t *		2897578	0					
ANR	2897622	Identifier	U		2897578	1					
ANR	2897623	IdentifierDecl	* V		2897578	2					
ANR	2897624	IdentifierDeclType	uint8_t *		2897578	0					
ANR	2897625	Identifier	V		2897578	1					
ANR	2897626	IdentifierDeclStatement	int ret ;	19:4:322:329	2897578	6	True				
ANR	2897627	IdentifierDecl	ret		2897578	0					
ANR	2897628	IdentifierDeclType	int		2897578	0					
ANR	2897629	Identifier	ret		2897578	1					
