command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	6295046	File	/home/p4ultr4n/workplace/ReVeal/raw_code/palette8tobgr24_1.c								
ANR	6295047	Function	palette8tobgr24	1:0:0:460							
ANR	6295048	FunctionDef	"palette8tobgr24 (const uint8_t * src , uint8_t * dst , long num_pixels , const uint8_t * palette)"		6295047	0					
ANR	6295049	CompoundStatement		3:0:97:460	6295047	0					
ANR	6295050	IdentifierDeclStatement	long i ;	5:1:101:107	6295047	0	True				
ANR	6295051	IdentifierDecl	i		6295047	0					
ANR	6295052	IdentifierDeclType	long		6295047	0					
ANR	6295053	Identifier	i		6295047	1					
ANR	6295054	ForStatement	for ( i = 0 ; i < num_pixels ; i ++ )		6295047	1					
ANR	6295055	ForInit	i = 0 ;	17:5:296:299	6295047	0	True				
ANR	6295056	AssignmentExpression	i = 0		6295047	0		=			
ANR	6295057	Identifier	i		6295047	0					
ANR	6295058	PrimaryExpression	0		6295047	1					
ANR	6295059	Condition	i < num_pixels	17:10:301:312	6295047	1	True				
ANR	6295060	RelationalExpression	i < num_pixels		6295047	0		<			
ANR	6295061	Identifier	i		6295047	0					
ANR	6295062	Identifier	num_pixels		6295047	1					
ANR	6295063	PostIncDecOperationExpression	i ++	17:24:315:317	6295047	2	True				
ANR	6295064	Identifier	i		6295047	0					
ANR	6295065	IncDec	++		6295047	1					
ANR	6295066	CompoundStatement		17:1:224:224	6295047	3					
ANR	6295067	ExpressionStatement	dst [ 0 ] = palette [ src [ i ] * 4 + 0 ]	23:2:344:373	6295047	0	True				
ANR	6295068	AssignmentExpression	dst [ 0 ] = palette [ src [ i ] * 4 + 0 ]		6295047	0		=			
ANR	6295069	ArrayIndexing	dst [ 0 ]		6295047	0					
ANR	6295070	Identifier	dst		6295047	0					
ANR	6295071	PrimaryExpression	0		6295047	1					
ANR	6295072	ArrayIndexing	palette [ src [ i ] * 4 + 0 ]		6295047	1					
ANR	6295073	Identifier	palette		6295047	0					
ANR	6295074	AdditiveExpression	src [ i ] * 4 + 0		6295047	1		+			
ANR	6295075	MultiplicativeExpression	src [ i ] * 4		6295047	0		*			
ANR	6295076	ArrayIndexing	src [ i ]		6295047	0					
ANR	6295077	Identifier	src		6295047	0					
ANR	6295078	Identifier	i		6295047	1					
ANR	6295079	PrimaryExpression	4		6295047	1					
ANR	6295080	PrimaryExpression	0		6295047	1					
ANR	6295081	ExpressionStatement	dst [ 1 ] = palette [ src [ i ] * 4 + 1 ]	25:2:378:407	6295047	1	True				
ANR	6295082	AssignmentExpression	dst [ 1 ] = palette [ src [ i ] * 4 + 1 ]		6295047	0		=			
ANR	6295083	ArrayIndexing	dst [ 1 ]		6295047	0					
ANR	6295084	Identifier	dst		6295047	0					
