command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	6294883	File	/home/p4ultr4n/workplace/ReVeal/raw_code/palette8tobgr16_1.c								
ANR	6294884	Function	palette8tobgr16	1:0:0:217							
ANR	6294885	FunctionDef	"palette8tobgr16 (const uint8_t * src , uint8_t * dst , unsigned num_pixels , const uint8_t * palette)"		6294884	0					
ANR	6294886	CompoundStatement		3:0:101:217	6294884	0					
ANR	6294887	IdentifierDeclStatement	unsigned i ;	5:1:105:115	6294884	0	True				
ANR	6294888	IdentifierDecl	i		6294884	0					
ANR	6294889	IdentifierDeclType	unsigned		6294884	0					
ANR	6294890	Identifier	i		6294884	1					
ANR	6294891	ForStatement	for ( i = 0 ; i < num_pixels ; i ++ )		6294884	1					
ANR	6294892	ForInit	i = 0 ;	7:5:123:126	6294884	0	True				
ANR	6294893	AssignmentExpression	i = 0		6294884	0		=			
ANR	6294894	Identifier	i		6294884	0					
ANR	6294895	PrimaryExpression	0		6294884	1					
ANR	6294896	Condition	i < num_pixels	7:10:128:139	6294884	1	True				
ANR	6294897	RelationalExpression	i < num_pixels		6294884	0		<			
ANR	6294898	Identifier	i		6294884	0					
ANR	6294899	Identifier	num_pixels		6294884	1					
ANR	6294900	PostIncDecOperationExpression	i ++	7:24:142:144	6294884	2	True				
ANR	6294901	Identifier	i		6294884	0					
ANR	6294902	IncDec	++		6294884	1					
ANR	6294903	ExpressionStatement	( ( uint16_t * ) dst ) [ i ] = bswap_16 ( ( ( uint16_t * ) palette ) [ src [ i ] ] )	9:2:150:214	6294884	3	True				
ANR	6294904	AssignmentExpression	( ( uint16_t * ) dst ) [ i ] = bswap_16 ( ( ( uint16_t * ) palette ) [ src [ i ] ] )		6294884	0		=			
ANR	6294905	ArrayIndexing	( ( uint16_t * ) dst ) [ i ]		6294884	0					
ANR	6294906	CastExpression	( uint16_t * ) dst		6294884	0					
ANR	6294907	CastTarget	uint16_t *		6294884	0					
ANR	6294908	Identifier	dst		6294884	1					
ANR	6294909	Identifier	i		6294884	1					
ANR	6294910	CallExpression	bswap_16 ( ( ( uint16_t * ) palette ) [ src [ i ] ] )		6294884	1					
ANR	6294911	Callee	bswap_16		6294884	0					
ANR	6294912	Identifier	bswap_16		6294884	0					
ANR	6294913	ArgumentList	( ( uint16_t * ) palette ) [ src [ i ] ]		6294884	1					
ANR	6294914	Argument	( ( uint16_t * ) palette ) [ src [ i ] ]		6294884	0					
ANR	6294915	ArrayIndexing	( ( uint16_t * ) palette ) [ src [ i ] ]		6294884	0					
ANR	6294916	CastExpression	( uint16_t * ) palette		6294884	0					
ANR	6294917	CastTarget	uint16_t *		6294884	0					
ANR	6294918	Identifier	palette		6294884	1					
ANR	6294919	ArrayIndexing	src [ i ]		6294884	1					
ANR	6294920	Identifier	src		6294884	0					
ANR	6294921	Identifier	i		6294884	1					
ANR	6294922	ReturnType	void		6294884	1					
ANR	6294923	Identifier	palette8tobgr16		6294884	2					
ANR	6294924	ParameterList	"const uint8_t * src , uint8_t * dst , unsigned num_pixels , const uint8_t * palette"		6294884	3					
ANR	6294925	Parameter	const uint8_t * src	1:21:21:38	6294884	0	True				
ANR	6294926	ParameterType	const uint8_t *		6294884	0					
ANR	6294927	Identifier	src		6294884	1					
ANR	6294928	Parameter	uint8_t * dst	1:41:41:52	6294884	1	True				
ANR	6294929	ParameterType	uint8_t *		6294884	0					
ANR	6294930	Identifier	dst		6294884	1					
ANR	6294931	Parameter	unsigned num_pixels	1:55:55:73	6294884	2	True				
ANR	6294932	ParameterType	unsigned		6294884	0					
ANR	6294933	Identifier	num_pixels		6294884	1					
ANR	6294934	Parameter	const uint8_t * palette	1:76:76:97	6294884	3	True				
ANR	6294935	ParameterType	const uint8_t *		6294884	0					
ANR	6294936	Identifier	palette		6294884	1					
ANR	6294937	CFGEntryNode	ENTRY		6294884		True				
ANR	6294938	CFGExitNode	EXIT		6294884		True				
ANR	6294939	Symbol	* dst		6294884						
ANR	6294940	Symbol	* * i		6294884						
ANR	6294941	Symbol	* i		6294884						
ANR	6294942	Symbol	dst		6294884						
ANR	6294943	Symbol	bswap_16		6294884						
ANR	6294944	Symbol	* palette		6294884						
ANR	6294945	Symbol	src		6294884						
ANR	6294946	Symbol	num_pixels		6294884						
ANR	6294947	Symbol	* * src		6294884						
ANR	6294948	Symbol	i		6294884						
ANR	6294949	Symbol	palette		6294884						
ANR	6294950	Symbol	* src		6294884						
